epoch,train_mpjpe_3d,step,train_loss,val_loss,val_mpjpe_3d,test_mpjpe_3d,test_loss
6,23.662050247192383,1939,22.755470275878906,,,,
6,24.120288848876953,1959,22.974201202392578,,,,
6,21.64735221862793,1979,20.077606201171875,,,,
6,24.662660598754883,1999,24.510971069335938,,,,
6,21.365354537963867,2019,19.75731658935547,,,,
6,20.131099700927734,2039,17.91267204284668,,,,
6,20.09865379333496,2059,17.986112594604492,,,,
6,18.623680114746094,2079,16.13556480407715,,,,
6,,2085,,9.065709114074707,26.1390380859375,,
7,20.974567413330078,2099,19.625883102416992,,,,
7,20.815702438354492,2119,18.968948364257812,,,,
7,18.79204750061035,2139,16.592493057250977,,,,
7,19.742507934570312,2159,17.590415954589844,,,,
7,18.527238845825195,2179,16.16963005065918,,,,
7,16.97559356689453,2199,14.620016098022461,,,,
7,15.661065101623535,2219,12.739899635314941,,,,
7,16.84729766845703,2239,14.470938682556152,,,,
7,16.423049926757812,2259,13.82005786895752,,,,
7,18.11962890625,2279,15.937206268310547,,,,
7,16.539709091186523,2299,14.687664031982422,,,,
7,14.934081077575684,2319,11.975204467773438,,,,
7,15.68089771270752,2339,13.127534866333008,,,,
7,15.101332664489746,2359,12.484376907348633,,,,
7,14.261350631713867,2379,10.898945808410645,,,,
7,,2383,,7.386692523956299,22.662458419799805,,
8,14.894207000732422,2399,11.986326217651367,,,,
8,14.788036346435547,2419,11.757721900939941,,,,
8,15.161066055297852,2439,12.730358123779297,,,,
8,14.00689697265625,2459,10.632302284240723,,,,
8,14.927226066589355,2479,11.876969337463379,,,,
8,13.11353588104248,2499,10.14552116394043,,,,
8,12.631577491760254,2519,9.227666854858398,,,,
8,13.366949081420898,2539,10.009286880493164,,,,
8,13.186789512634277,2559,9.564546585083008,,,,
8,12.866504669189453,2579,9.188630104064941,,,,
8,11.764232635498047,2599,8.68150520324707,,,,
8,12.781839370727539,2619,9.689638137817383,,,,
8,13.363471984863281,2639,9.979183197021484,,,,
8,12.933695793151855,2659,10.073911666870117,,,,
8,12.43493366241455,2679,9.011161804199219,,,,
8,,2681,,7.109182357788086,22.05508041381836,,
9,18.695222854614258,2699,17.30885887145996,,,,
9,12.561640739440918,2719,8.8743896484375,,,,
9,11.78945541381836,2739,8.523619651794434,,,,
9,11.613917350769043,2759,8.125531196594238,,,,
9,11.099385261535645,2779,7.593083381652832,,,,
9,21.297460556030273,2799,22.438941955566406,,,,
9,13.081557273864746,2819,9.760665893554688,,,,
9,11.859498023986816,2839,8.581790924072266,,,,
9,10.958779335021973,2859,7.389861106872559,,,,
9,11.155252456665039,2879,7.747106552124023,,,,
9,11.082903861999512,2899,7.427624702453613,,,,
9,11.739479064941406,2919,8.425369262695312,,,,
9,11.306313514709473,2939,7.836850166320801,,,,
9,9.85400676727295,2959,6.126824378967285,,,,
9,11.503564834594727,2979,7.788121223449707,,,,
9,,2979,,6.668552398681641,21.16767692565918,,
10,10.59220027923584,2999,6.793241500854492,,,,
10,11.088776588439941,3019,7.460787773132324,,,,
10,12.042609214782715,3039,8.701321601867676,,,,
10,12.10554027557373,3059,8.402875900268555,,,,
10,10.897725105285645,3079,7.634556770324707,,,,
10,10.895950317382812,3099,7.114933013916016,,,,
10,9.50858211517334,3119,5.859113693237305,,,,
10,17.052936553955078,3139,15.403754234313965,,,,
10,10.137661933898926,3159,6.483312606811523,,,,
10,9.186607360839844,3179,5.506086349487305,,,,
10,11.330133438110352,3199,7.922785758972168,,,,
10,10.586322784423828,3219,7.151181221008301,,,,
10,10.496039390563965,3239,6.817691802978516,,,,
10,9.302022933959961,3259,5.647458553314209,,,,
10,,3277,,6.609076023101807,21.0627498626709,,
11,9.48425579071045,3279,5.713466644287109,,,,
11,10.253063201904297,3299,6.647246360778809,,,,
11,10.632349967956543,3319,7.257521152496338,,,,
11,9.620871543884277,3339,5.859897136688232,,,,
11,10.46252155303955,3359,6.916934013366699,,,,
11,10.429102897644043,3379,7.110825538635254,,,,
11,9.889717102050781,3399,6.606054782867432,,,,
11,9.045659065246582,3419,5.241198539733887,,,,
11,9.011831283569336,3439,5.686975479125977,,,,
11,8.851873397827148,3459,5.045105457305908,,,,
11,9.405803680419922,3479,5.7832255363464355,,,,
11,10.264440536499023,3499,6.666637897491455,,,,
11,9.468851089477539,3519,5.533074378967285,,,,
11,9.589127540588379,3539,6.456552982330322,,,,
11,10.05913257598877,3559,6.376664161682129,,,,
11,,3575,,6.111752510070801,20.043445587158203,,
12,9.934228897094727,3579,6.300562858581543,,,,
12,9.475249290466309,3599,5.808232307434082,,,,
12,9.104558944702148,3619,5.478970527648926,,,,
12,9.122627258300781,3639,5.178299903869629,,,,
12,8.422892570495605,3659,4.788502216339111,,,,
12,12.004528999328613,3679,8.312041282653809,,,,
12,10.362529754638672,3699,7.019878387451172,,,,
12,9.440705299377441,3719,5.724489688873291,,,,
12,9.176963806152344,3739,5.588351726531982,,,,
12,9.41137981414795,3759,5.6985764503479,,,,
12,8.952123641967773,3779,5.228522300720215,,,,
12,9.409790992736816,3799,5.830618858337402,,,,
12,9.932979583740234,3819,6.084918022155762,,,,
12,8.646596908569336,3839,5.013476371765137,,,,
12,9.060725212097168,3859,5.390744686126709,,,,
12,,3873,,5.997631549835205,19.66564178466797,,
13,8.042754173278809,3879,4.451586723327637,,,,
13,9.255934715270996,3899,5.447238445281982,,,,
13,8.962532997131348,3919,5.401540756225586,,,,
13,10.411393165588379,3939,7.369988918304443,,,,
13,9.165754318237305,3959,5.252078056335449,,,,
13,8.912971496582031,3979,5.059724807739258,,,,
13,9.078631401062012,3999,5.495792865753174,,,,
13,9.202813148498535,4019,5.286928653717041,,,,
13,9.401175498962402,4039,5.521821975708008,,,,
13,8.503372192382812,4059,4.853474140167236,,,,
13,9.089784622192383,4079,5.33579158782959,,,,
13,8.350553512573242,4099,4.66746187210083,,,,
13,9.074139595031738,4119,5.246983528137207,,,,
13,9.104642868041992,4139,5.399151802062988,,,,
13,8.921164512634277,4159,5.304584503173828,,,,
13,,4171,,5.860069274902344,19.3497371673584,,
14,8.7271728515625,4179,4.867194175720215,,,,
14,8.275957107543945,4199,4.329314231872559,,,,
14,9.045251846313477,4219,5.329797744750977,,,,
14,8.89367389678955,4239,5.547435760498047,,,,
14,8.849881172180176,4259,5.157556533813477,,,,
14,8.556869506835938,4279,4.954119682312012,,,,
14,8.389525413513184,4299,4.913362979888916,,,,
14,9.623022079467773,4319,6.018199920654297,,,,
14,7.778451919555664,4339,4.051108360290527,,,,
14,8.790539741516113,4359,5.671133995056152,,,,
14,8.930924415588379,4379,5.364148139953613,,,,
14,8.656474113464355,4399,4.621608734130859,,,,
14,9.04423713684082,4419,5.422053813934326,,,,
14,8.256807327270508,4439,4.519932746887207,,,,
14,8.376416206359863,4459,4.595222473144531,,,,
14,,4469,,6.197055816650391,19.974464416503906,,
15,8.766321182250977,4479,5.054949760437012,,,,
15,9.698347091674805,4499,5.814250469207764,,,,
15,8.880692481994629,4519,5.162957668304443,,,,
15,8.713677406311035,4539,4.802231311798096,,,,
15,7.9589056968688965,4559,4.410168647766113,,,,
15,9.449708938598633,4579,5.849340438842773,,,,
15,8.060710906982422,4599,4.371892929077148,,,,
15,7.977094650268555,4619,4.262799263000488,,,,
15,8.83474063873291,4639,5.211437225341797,,,,
15,8.150459289550781,4659,4.3815016746521,,,,
15,8.554534912109375,4679,5.0700788497924805,,,,
15,9.719610214233398,4699,6.245278835296631,,,,
15,8.08151912689209,4719,4.562451362609863,,,,
15,8.220769882202148,4739,4.792202472686768,,,,
15,8.329787254333496,4759,4.820720672607422,,,,
15,,4767,,5.964561462402344,19.615135192871094,,
16,7.805917739868164,4779,4.07667350769043,,,,
16,8.58957576751709,4799,4.870430946350098,,,,
16,8.016818046569824,4819,4.266537666320801,,,,
16,9.022571563720703,4839,5.261112689971924,,,,
16,7.715878963470459,4859,4.037473201751709,,,,
16,8.99193286895752,4879,5.154759407043457,,,,
16,7.406100273132324,4899,3.7494940757751465,,,,
16,8.103632926940918,4919,4.365455150604248,,,,
16,8.021219253540039,4939,4.277283191680908,,,,
16,8.080818176269531,4959,4.462835788726807,,,,
16,8.784246444702148,4979,5.303020477294922,,,,
16,8.217459678649902,4999,4.362734794616699,,,,
16,7.932834148406982,5019,4.262961387634277,,,,
16,7.5692596435546875,5039,3.8901267051696777,,,,
16,7.3246049880981445,5059,3.544684886932373,,,,
16,,5065,,6.4330668449401855,20.534828186035156,,
17,7.71561861038208,5079,4.1603803634643555,,,,
17,7.803159236907959,5099,4.171909809112549,,,,
17,8.048222541809082,5119,4.336067199707031,,,,
17,7.150849342346191,5139,3.38375186920166,,,,
17,7.67058801651001,5159,4.031028747558594,,,,
17,6.893058776855469,5179,3.444443702697754,,,,
17,7.922743797302246,5199,4.08268404006958,,,,
17,8.055168151855469,5219,4.443603038787842,,,,
17,7.990910053253174,5239,4.167450904846191,,,,
17,7.64166784286499,5259,3.964817523956299,,,,
17,17.492231369018555,5279,18.517332077026367,,,,
17,8.89915657043457,5299,5.07875919342041,,,,
17,8.477815628051758,5319,4.7990851402282715,,,,
17,7.485867023468018,5339,3.7394795417785645,,,,
17,7.268048286437988,5359,3.7205629348754883,,,,
17,,5363,,5.570392608642578,18.902193069458008,,
18,13.210909843444824,5379,12.710366249084473,,,,
18,7.821548938751221,5399,3.999161958694458,,,,
18,7.3535003662109375,5419,3.7185606956481934,,,,
18,24.313007354736328,5439,28.81676483154297,,,,
18,7.823457717895508,5459,4.204535961151123,,,,
18,8.531733512878418,5479,4.960746765136719,,,,
18,7.139946937561035,5499,3.626357078552246,,,,
18,7.395982265472412,5519,3.7772347927093506,,,,
18,7.686343193054199,5539,3.8516597747802734,,,,
18,7.633750915527344,5559,4.13425874710083,,,,
18,8.201472282409668,5579,4.367639541625977,,,,
18,7.6199822425842285,5599,3.8970422744750977,,,,
18,7.939547538757324,5619,4.460567474365234,,,,
18,7.6829514503479,5639,3.9694623947143555,,,,
18,7.502274036407471,5659,3.6627578735351562,,,,
18,,5661,,5.479977607727051,18.575037002563477,,
19,9.082980155944824,5679,5.2603960037231445,,,,
19,7.612203598022461,5699,4.041154384613037,,,,
19,14.581046104431152,5719,13.007953643798828,,,,
19,7.0625410079956055,5739,3.36828875541687,,,,
19,7.196517467498779,5759,3.4356918334960938,,,,
19,7.454447269439697,5779,3.826073169708252,,,,
19,6.760986804962158,5799,3.2189013957977295,,,,
19,25.221691131591797,5819,28.520584106445312,,,,
19,7.2632646560668945,5839,3.622992992401123,,,,
19,7.338571071624756,5859,3.5534820556640625,,,,
19,8.226633071899414,5879,4.395696640014648,,,,
19,7.583358287811279,5899,3.9004623889923096,,,,
19,7.316217422485352,5919,3.612691879272461,,,,
19,7.324163913726807,5939,3.713636875152588,,,,
19,7.106113910675049,5959,3.5119361877441406,,,,
19,,5959,,5.896612167358398,19.406465530395508,,
20,7.108225345611572,5979,3.687342643737793,,,,
20,6.938467979431152,5999,3.3672261238098145,,,,
20,7.812504291534424,6019,3.9772913455963135,,,,
20,7.8143744468688965,6039,4.009037971496582,,,,
20,7.744398593902588,6059,4.172657489776611,,,,
20,7.7346086502075195,6079,4.039441108703613,,,,
20,7.0080366134643555,6099,3.3143789768218994,,,,
20,7.829479694366455,6119,4.080018997192383,,,,
20,6.955242156982422,6139,3.378108263015747,,,,
20,7.690749168395996,6159,3.9740023612976074,,,,
20,8.72629451751709,6179,4.951427459716797,,,,
20,7.4859819412231445,6199,3.975705862045288,,,,
20,8.10822868347168,6219,4.388488292694092,,,,
20,7.8377532958984375,6239,4.157166957855225,,,,
20,,6257,,5.723055839538574,18.999658584594727,,
21,6.693991661071777,6259,2.9469690322875977,,,,
21,6.658405303955078,6279,3.2278404235839844,,,,
21,6.773480415344238,6299,3.2703933715820312,,,,
21,7.8828911781311035,6319,3.9116106033325195,,,,
21,7.873859405517578,6339,4.152622222900391,,,,
21,6.984492778778076,6359,3.412458896636963,,,,
21,23.969886779785156,6379,27.01394271850586,,,,
21,7.502058982849121,6399,3.960641622543335,,,,
21,7.1733551025390625,6419,3.52055025100708,,,,
21,6.9170613288879395,6439,3.304180145263672,,,,
21,7.635439395904541,6459,4.079557418823242,,,,
21,7.600129127502441,6479,4.155584335327148,,,,
21,6.739879131317139,6499,3.2311835289001465,,,,
21,7.174102306365967,6519,3.5064239501953125,,,,
21,8.109135627746582,6539,4.636273384094238,,,,
21,,6555,,5.591101169586182,18.701244354248047,,
22,6.606586456298828,6559,3.018068313598633,,,,
22,14.332836151123047,6579,12.280616760253906,,,,
22,6.870302677154541,6599,3.109588623046875,,,,
22,7.28685998916626,6619,3.294649124145508,,,,
22,7.255882263183594,6639,3.6471610069274902,,,,
22,7.315207481384277,6659,3.684138774871826,,,,
22,7.967360019683838,6679,4.325760841369629,,,,
22,7.234095573425293,6699,3.4763782024383545,,,,
22,7.5626349449157715,6719,3.9908664226531982,,,,
22,6.885797023773193,6739,3.2959675788879395,,,,
22,6.901304721832275,6759,3.3327152729034424,,,,
22,7.13269567489624,6779,3.4109959602355957,,,,
22,7.787295341491699,6799,4.079615116119385,,,,
22,7.3918561935424805,6819,3.7675373554229736,,,,
22,6.766896724700928,6839,3.1236815452575684,,,,
22,,6853,,5.647360324859619,18.820127487182617,,
23,6.417938709259033,6859,2.805880546569824,,,,
23,8.493453979492188,6879,5.430722236633301,,,,
23,7.002786159515381,6899,3.3236727714538574,,,,
23,8.560060501098633,6919,5.52635383605957,,,,
23,6.7521257400512695,6939,2.9061951637268066,,,,
23,7.560367107391357,6959,3.933314323425293,,,,
23,7.341278076171875,6979,3.595576763153076,,,,
23,6.914523124694824,6999,3.465928792953491,,,,
23,6.996566295623779,7019,3.438911199569702,,,,
23,8.276573181152344,7039,4.582508087158203,,,,
23,6.666438579559326,7059,3.1197280883789062,,,,
23,6.650944709777832,7079,3.096388339996338,,,,
23,7.148024559020996,7099,3.2350809574127197,,,,
23,7.52786922454834,7119,3.675863265991211,,,,
23,6.892874717712402,7139,3.2518115043640137,,,,
23,,7151,,5.325100898742676,18.205041885375977,,
24,6.739002227783203,7159,3.0330920219421387,,,,
24,7.132251739501953,7179,3.5025863647460938,,,,
24,6.870246887207031,7199,3.019960403442383,,,,
24,7.046509742736816,7219,3.325904369354248,,,,
24,6.691842555999756,7239,2.9518401622772217,,,,
24,6.486721038818359,7259,2.9142556190490723,,,,
24,7.227491855621338,7279,3.5464982986450195,,,,
24,7.2968549728393555,7299,3.757183790206909,,,,
24,6.853631973266602,7319,3.268507719039917,,,,
24,7.944572925567627,7339,4.175549507141113,,,,
24,7.164418697357178,7359,3.233182668685913,,,,
24,7.001846790313721,7379,3.440516948699951,,,,
24,7.355118274688721,7399,3.673478603363037,,,,
24,6.548953056335449,7419,2.761702060699463,,,,
24,6.981010913848877,7439,3.3929619789123535,,,,
24,,7449,,5.583094596862793,18.69027328491211,,
25,7.138556003570557,7459,3.339418411254883,,,,
25,7.103166103363037,7479,3.4677305221557617,,,,
25,7.053839206695557,7499,3.4925289154052734,,,,
25,7.30864953994751,7519,3.385672092437744,,,,
25,6.722655773162842,7539,3.046407699584961,,,,
25,7.279874801635742,7559,3.5320348739624023,,,,
25,6.56048059463501,7579,3.0367703437805176,,,,
25,6.71734094619751,7599,3.11792254447937,,,,
25,6.46855354309082,7619,2.923964500427246,,,,
25,7.123320579528809,7639,3.6902036666870117,,,,
25,6.325803756713867,7659,2.763395309448242,,,,
25,7.443760871887207,7679,3.919790744781494,,,,
25,7.311992645263672,7699,3.6742172241210938,,,,
25,17.293407440185547,7719,18.675323486328125,,,,
25,6.540724277496338,7739,2.9868974685668945,,,,
25,,7747,,4.958772659301758,17.346477508544922,,
26,6.704746246337891,7759,2.9109764099121094,,,,
26,6.912234783172607,7779,3.146961212158203,,,,
26,6.86281681060791,7799,3.2309091091156006,,,,
26,6.221299171447754,7819,2.7509896755218506,,,,
26,6.861690998077393,7839,3.3092644214630127,,,,
26,6.560905933380127,7859,2.950038194656372,,,,
26,7.000174045562744,7879,3.3819751739501953,,,,
26,6.885386943817139,7899,3.2760913372039795,,,,
26,6.982792377471924,7919,3.451233148574829,,,,
26,6.4667229652404785,7939,2.65895414352417,,,,
26,6.877015113830566,7959,3.276411533355713,,,,
26,6.076176166534424,7979,2.6218371391296387,,,,
26,7.5618085861206055,7999,4.125827789306641,,,,
26,6.596957683563232,8019,3.127732992172241,,,,
26,13.714999198913574,8039,12.32138442993164,,,,
26,,8045,,5.315308094024658,18.113380432128906,,
27,6.297210693359375,8059,2.7768733501434326,,,,
27,6.33871603012085,8079,2.765631675720215,,,,
27,6.794496059417725,8099,3.0744705200195312,,,,
27,6.87748908996582,8119,3.048029899597168,,,,
27,7.20653772354126,8139,3.452127456665039,,,,
27,7.089519500732422,8159,3.482664108276367,,,,
27,6.001997947692871,8179,2.562772035598755,,,,
27,7.511244297027588,8199,4.049539089202881,,,,
27,7.027839183807373,8219,3.3417112827301025,,,,
27,6.7356743812561035,8239,3.1899023056030273,,,,
27,13.823267936706543,8259,11.653620719909668,,,,
27,7.060187816619873,8279,3.1836090087890625,,,,
27,6.990518569946289,8299,3.3773231506347656,,,,
27,6.285708904266357,8319,2.7237257957458496,,,,
27,7.034241676330566,8339,3.4743216037750244,,,,
27,,8343,,5.241039752960205,17.954025268554688,,
28,6.956112861633301,8359,3.115809440612793,,,,
28,7.12727165222168,8379,3.491917133331299,,,,
28,6.655503273010254,8399,3.1428475379943848,,,,
28,6.838296413421631,8419,3.1677422523498535,,,,
28,7.064826011657715,8439,3.471480369567871,,,,
28,7.344809532165527,8459,3.74153733253479,,,,
28,6.888829231262207,8479,3.4245471954345703,,,,
28,6.911944389343262,8499,3.5668928623199463,,,,
28,6.025907516479492,8519,2.526191473007202,,,,
28,6.540043354034424,8539,2.9404053688049316,,,,
28,6.843804836273193,8559,3.097252368927002,,,,
28,7.060656547546387,8579,3.46468448638916,,,,
28,7.515751361846924,8599,3.9809255599975586,,,,
28,6.1381306648254395,8619,2.640307664871216,,,,
28,7.183156967163086,8639,3.4940876960754395,,,,
28,,8641,,5.603216171264648,18.66543960571289,,
29,6.758630752563477,8659,3.192924737930298,,,,
29,6.669865131378174,8679,2.9250669479370117,,,,
29,6.961585998535156,8699,3.2898190021514893,,,,
29,6.939018726348877,8719,3.4474966526031494,,,,
29,7.318330764770508,8739,3.774850368499756,,,,
29,7.256321907043457,8759,3.5103600025177,,,,
29,6.324949741363525,8779,3.0029549598693848,,,,
29,6.409743785858154,8799,2.7608425617218018,,,,
29,6.370645523071289,8819,2.7002224922180176,,,,
29,22.576725006103516,8839,27.120628356933594,,,,
29,6.809521198272705,8859,3.0988941192626953,,,,
29,6.802289009094238,8879,3.0465009212493896,,,,
29,6.590830326080322,8899,3.011918306350708,,,,
29,6.845790863037109,8919,3.178341865539551,,,,
29,5.998068332672119,8939,2.527054786682129,,,,
29,,8939,,5.529364109039307,18.58062744140625,,
30,6.527866840362549,8959,2.814056396484375,,,,
30,6.529210090637207,8979,2.947678327560425,,,,
30,6.735029220581055,8999,3.181037187576294,,,,
30,6.5320515632629395,9019,3.0555803775787354,,,,
30,6.683772087097168,9039,3.0966098308563232,,,,
30,6.486950397491455,9059,2.776380777359009,,,,
30,14.514575958251953,9079,13.981691360473633,,,,
30,7.1787638664245605,9099,3.5185670852661133,,,,
30,7.2989630699157715,9119,3.8296966552734375,,,,
30,7.193955421447754,9139,3.4870967864990234,,,,
30,6.045801162719727,9159,2.5309500694274902,,,,
30,7.2463226318359375,9179,3.51829195022583,,,,
30,6.925375461578369,9199,3.5244264602661133,,,,
30,6.644942283630371,9219,2.8591902256011963,,,,
30,,9237,,5.623964309692383,18.84681510925293,,
31,6.522634506225586,9239,3.3450896739959717,,,,
31,6.0462846755981445,9259,2.593715190887451,,,,
31,6.680414199829102,9279,3.002087354660034,,,,
31,7.241391658782959,9299,3.354689598083496,,,,
31,6.29116678237915,9319,2.886444091796875,,,,
31,13.501448631286621,9339,12.045583724975586,,,,
31,9.827284812927246,9359,7.541170597076416,,,,
31,6.940843105316162,9379,3.3548693656921387,,,,
31,7.02341365814209,9399,3.3628153800964355,,,,
31,6.203917503356934,9419,2.614391565322876,,,,
31,6.238532066345215,9439,2.5467422008514404,,,,
31,5.808210372924805,9459,2.410369873046875,,,,
31,6.037057399749756,9479,2.489802360534668,,,,
31,6.923290729522705,9499,3.048494338989258,,,,
31,6.677093505859375,9519,3.046999454498291,,,,
31,,9535,,5.689984321594238,18.882686614990234,,
32,6.306544780731201,9539,2.6839795112609863,,,,
32,6.561310768127441,9559,3.005642890930176,,,,
32,6.646186351776123,9579,2.960400104522705,,,,
32,6.600499153137207,9599,3.061614990234375,,,,
32,6.939985752105713,9619,3.3171684741973877,,,,
32,6.78224515914917,9639,3.0246448516845703,,,,
32,6.9970622062683105,9659,3.327198028564453,,,,
32,6.770209312438965,9679,2.970550537109375,,,,
32,6.925602912902832,9699,3.353487730026245,,,,
32,6.409778594970703,9719,2.981703042984009,,,,
32,6.786562442779541,9739,3.072495937347412,,,,
32,6.879380226135254,9759,3.310666561126709,,,,
32,6.357183933258057,9779,2.6001033782958984,,,,
32,6.493755340576172,9799,2.958914279937744,,,,
32,6.784633636474609,9819,3.075050115585327,,,,
32,,9833,,5.436927795410156,18.42012596130371,,
33,6.107255458831787,9839,2.6626734733581543,,,,
33,6.035523891448975,9859,2.5116024017333984,,,,
33,6.235959529876709,9879,2.6783668994903564,,,,
33,6.166525363922119,9899,2.794055223464966,,,,
33,6.746943473815918,9919,2.9719791412353516,,,,
33,6.976942539215088,9939,3.3439712524414062,,,,
33,6.9714674949646,9959,3.4765524864196777,,,,
33,9.169264793395996,9979,6.513147830963135,,,,
33,5.894842147827148,9999,2.5455563068389893,,,,
33,6.482431888580322,10019,2.7300567626953125,,,,
33,6.280614376068115,10039,2.620523452758789,,,,
33,6.737969875335693,10059,3.1791062355041504,,,,
33,6.7048845291137695,10079,3.1000537872314453,,,,
33,7.124983787536621,10099,3.4943714141845703,,,,
33,6.679720878601074,10119,2.8695261478424072,,,,
33,,10131,,5.62734842300415,18.75241470336914,,
34,6.406763553619385,10139,2.7178640365600586,,,,
34,6.774185657501221,10159,3.1149818897247314,,,,
34,7.0124077796936035,10179,3.311523914337158,,,,
34,6.784938812255859,10199,3.2779946327209473,,,,
34,6.2094011306762695,10219,2.874438524246216,,,,
34,6.242435932159424,10239,2.696516275405884,,,,
34,6.3096232414245605,10259,2.6927781105041504,,,,
34,6.1730852127075195,10279,2.518019914627075,,,,
34,5.920727729797363,10299,2.5805392265319824,,,,
34,7.328037261962891,10319,3.984921932220459,,,,
34,6.5944414138793945,10339,2.8194570541381836,,,,
