epoch,step,train_loss,train_mpjpe_3d,val_loss,val_mpjpe_3d,test_mpjpe_3d,test_loss
3,1379,10.808720588684082,50.1590576171875,,,,
3,1399,11.21990966796875,54.973663330078125,,,,
3,1419,11.319670677185059,54.729637145996094,,,,
3,1439,10.885833740234375,49.89707946777344,,,,
3,1459,13.55029296875,51.95024108886719,,,,
3,1479,10.53041934967041,41.81409454345703,,,,
3,1499,10.727925300598145,47.15431594848633,,,,
3,1519,10.70176887512207,43.88222122192383,,,,
3,1539,10.282567024230957,39.042816162109375,,,,
3,1559,10.505563735961914,41.67665481567383,,,,
3,1579,10.250974655151367,38.294185638427734,,,,
3,1599,10.39594841003418,40.38006591796875,,,,
3,1619,9.668127059936523,31.962966918945312,,,,
3,1639,10.339729309082031,35.7452507019043,,,,
3,1659,10.087577819824219,32.70481491088867,,,,
3,1679,10.231435775756836,33.02021026611328,,,,
3,1699,10.104730606079102,34.484317779541016,,,,
3,1719,9.656529426574707,30.298049926757812,,,,
3,1739,10.065584182739258,31.960630416870117,,,,
3,1759,9.723727226257324,30.694435119628906,,,,
3,1779,9.365209579467773,27.749521255493164,,,,
3,1787,,,4.165192127227783,34.27207565307617,,
4,1799,9.455718994140625,27.1171875,,,,
4,1819,9.106072425842285,23.935497283935547,,,,
4,1839,9.59521198272705,27.7791805267334,,,,
4,1859,8.974288940429688,23.877267837524414,,,,
4,1879,34.1546745300293,32.39834976196289,,,,
4,1899,9.519092559814453,28.63582420349121,,,,
4,1919,9.340840339660645,26.10664939880371,,,,
4,1939,9.209186553955078,23.857595443725586,,,,
4,1959,9.482765197753906,28.157684326171875,,,,
4,1979,9.10053539276123,23.967737197875977,,,,
4,1999,8.998421669006348,24.167484283447266,,,,
4,2019,8.989683151245117,23.15562629699707,,,,
4,2039,9.926519393920898,29.143596649169922,,,,
4,2059,9.067882537841797,25.231243133544922,,,,
4,2079,9.341586112976074,26.425418853759766,,,,
4,2099,8.992103576660156,23.613874435424805,,,,
4,2119,9.289432525634766,26.837560653686523,,,,
4,2139,8.690664291381836,21.474288940429688,,,,
4,2159,8.943313598632812,23.577213287353516,,,,
4,2179,8.463665008544922,21.021881103515625,,,,
4,2199,9.076665878295898,23.728742599487305,,,,
4,2219,8.505754470825195,20.321861267089844,,,,
4,2234,,,4.804479598999023,29.632339477539062,,
5,2239,9.047651290893555,22.368165969848633,,,,
5,2259,9.003341674804688,23.42960548400879,,,,
5,2279,8.859240531921387,23.073209762573242,,,,
5,2299,8.485844612121582,19.735889434814453,,,,
5,2319,8.90179443359375,23.140642166137695,,,,
5,2339,8.552257537841797,20.05495834350586,,,,
5,2359,8.531291961669922,19.673301696777344,,,,
5,2379,8.637036323547363,19.027252197265625,,,,
5,2399,8.793676376342773,20.4750919342041,,,,
5,2419,8.28079605102539,18.12088394165039,,,,
5,2439,8.207047462463379,19.40153694152832,,,,
5,2459,10.3125581741333,19.846147537231445,,,,
5,2479,8.64565658569336,19.12548065185547,,,,
5,2499,8.275856018066406,17.002206802368164,,,,
5,2519,8.015604019165039,15.909872055053711,,,,
5,2539,8.438074111938477,17.8581485748291,,,,
5,2559,8.48690128326416,19.361967086791992,,,,
5,2579,8.617459297180176,18.976158142089844,,,,
5,2599,8.200583457946777,18.215648651123047,,,,
5,2619,8.032028198242188,15.3635892868042,,,,
5,2639,8.032886505126953,16.171817779541016,,,,
5,2659,8.260695457458496,16.27581024169922,,,,
5,2679,9.000038146972656,16.766080856323242,,,,
5,2681,,,5.5568037033081055,27.444961547851562,,
6,2699,7.832494258880615,15.727755546569824,,,,
6,2719,8.228901863098145,16.9882869720459,,,,
6,2739,7.9686431884765625,15.4703369140625,,,,
6,2759,7.466864585876465,13.369609832763672,,,,
6,2779,7.942307472229004,14.5728759765625,,,,
6,2799,7.501996040344238,13.529057502746582,,,,
6,2819,8.090483665466309,17.34949493408203,,,,
6,2839,7.67490291595459,13.758163452148438,,,,
6,2859,7.680083274841309,13.561766624450684,,,,
6,2879,8.187957763671875,17.390220642089844,,,,
6,2899,8.008678436279297,16.14665985107422,,,,
6,2919,7.94694709777832,15.24555778503418,,,,
6,2939,7.55126953125,14.267546653747559,,,,
6,2959,8.340360641479492,15.24145221710205,,,,
6,2979,8.172592163085938,15.00537395477295,,,,
6,2999,7.913618087768555,14.740880012512207,,,,
6,3019,7.6964521408081055,15.26880168914795,,,,
6,3039,7.536933898925781,13.08400821685791,,,,
6,3059,7.7867279052734375,13.793758392333984,,,,
6,3079,7.4077301025390625,11.772353172302246,,,,
6,3099,7.307849884033203,12.376699447631836,,,,
6,3119,7.575619697570801,14.128925323486328,,,,
6,3128,,,7.010859489440918,24.649194717407227,,
7,3139,8.890514373779297,16.157493591308594,,,,
7,3159,7.327976226806641,11.950994491577148,,,,
7,3179,7.362932205200195,12.313067436218262,,,,
7,3199,7.655421733856201,14.000340461730957,,,,
7,3219,7.42397928237915,11.977198600769043,,,,
7,3239,7.711448669433594,14.500198364257812,,,,
7,3259,7.168341636657715,11.719793319702148,,,,
7,3279,7.458874702453613,12.642685890197754,,,,
7,3299,7.555229187011719,14.02349853515625,,,,
7,3319,7.51676082611084,13.468880653381348,,,,
7,3339,7.324926376342773,11.232003211975098,,,,
7,3359,7.341403484344482,12.502427101135254,,,,
7,3379,7.555638313293457,13.456961631774902,,,,
7,3399,7.115048885345459,10.926429748535156,,,,
7,3419,7.300338268280029,12.432366371154785,,,,
7,3439,7.1317548751831055,11.694864273071289,,,,
7,3459,6.964363098144531,11.389788627624512,,,,
7,3479,7.670623302459717,13.540251731872559,,,,
7,3499,6.948421478271484,10.06411075592041,,,,
7,3519,7.379581451416016,11.664587020874023,,,,
7,3539,6.762941360473633,9.9935941696167,,,,
7,3559,7.0349812507629395,11.383037567138672,,,,
7,3575,,,8.167695999145508,23.5933895111084,,
8,3579,7.0176239013671875,10.146831512451172,,,,
8,3599,7.24269962310791,11.972881317138672,,,,
8,3619,6.898988723754883,10.862630844116211,,,,
8,3639,7.052391052246094,11.074706077575684,,,,
8,3659,7.505606651306152,11.59396743774414,,,,
8,3679,7.568265914916992,13.147427558898926,,,,
8,3699,7.173856735229492,10.166683197021484,,,,
8,3719,7.22397518157959,11.777260780334473,,,,
8,3739,7.426877975463867,11.153688430786133,,,,
8,3759,7.116418838500977,10.945149421691895,,,,
8,3779,6.730930328369141,9.757772445678711,,,,
8,3799,7.050626277923584,10.6773681640625,,,,
8,3819,7.188325881958008,11.317596435546875,,,,
8,3839,6.761549472808838,9.686159133911133,,,,
8,3859,6.881333351135254,10.347286224365234,,,,
8,3879,7.212830066680908,11.641380310058594,,,,
8,3899,6.961505889892578,9.870721817016602,,,,
8,3919,6.750317096710205,9.62185287475586,,,,
8,3939,6.547192573547363,8.575362205505371,,,,
8,3959,6.537772178649902,9.680079460144043,,,,
8,3979,7.249993801116943,11.128211975097656,,,,
8,3999,6.780909538269043,9.95804214477539,,,,
8,4019,6.943809509277344,10.106451034545898,,,,
8,4022,,,9.848885536193848,23.22195053100586,,
9,4039,7.063887596130371,11.101507186889648,,,,
9,4059,7.345709800720215,11.344008445739746,,,,
9,4079,7.011661529541016,10.020220756530762,,,,
9,4099,7.337362289428711,11.255480766296387,,,,
9,4119,6.680973052978516,9.088380813598633,,,,
9,4139,6.9026265144348145,9.98594856262207,,,,
9,4159,6.616666793823242,9.3018217086792,,,,
9,4179,7.207324981689453,10.864779472351074,,,,
9,4199,6.778630256652832,9.570021629333496,,,,
9,4219,7.049183368682861,10.400551795959473,,,,
9,4239,6.761463165283203,9.409163475036621,,,,
9,4259,6.740996360778809,9.54757308959961,,,,
9,4279,6.8322038650512695,9.926033973693848,,,,
9,4299,7.213457107543945,11.045340538024902,,,,
9,4319,7.143795013427734,10.814921379089355,,,,
9,4339,6.9719672203063965,9.376362800598145,,,,
9,4359,6.9486494064331055,10.328380584716797,,,,
9,4379,6.731637954711914,9.906111717224121,,,,
9,4399,7.179647445678711,10.532629013061523,,,,
9,4419,6.4287614822387695,8.815402030944824,,,,
9,4439,6.674796104431152,8.668116569519043,,,,
9,4459,7.3280029296875,10.710657119750977,,,,
9,4469,,,10.2728853225708,22.79659080505371,,
10,4479,6.767182350158691,9.81718635559082,,,,
10,4499,6.875547409057617,9.743850708007812,,,,
10,4519,6.909422397613525,9.402271270751953,,,,
10,4539,6.360130310058594,7.84326696395874,,,,
10,4559,6.5649261474609375,9.864026069641113,,,,
10,4579,6.2935309410095215,8.34987735748291,,,,
10,4599,6.419503211975098,8.754055976867676,,,,
10,4619,7.355491638183594,11.707127571105957,,,,
10,4639,6.791494369506836,9.876026153564453,,,,
10,4659,6.699526309967041,9.396093368530273,,,,
10,4679,6.609012603759766,8.79726505279541,,,,
10,4699,7.17746639251709,11.186930656433105,,,,
10,4719,6.2560224533081055,7.736688613891602,,,,
10,4739,7.030786514282227,9.577530860900879,,,,
10,4759,7.137686729431152,11.410286903381348,,,,
10,4779,6.681324481964111,9.591042518615723,,,,
10,4799,6.563337802886963,8.907205581665039,,,,
10,4819,6.36592435836792,8.229602813720703,,,,
10,4839,6.827600479125977,10.117827415466309,,,,
10,4859,6.188907623291016,7.700016021728516,,,,
10,4879,6.561922073364258,8.543092727661133,,,,
10,4899,7.6994242668151855,10.566924095153809,,,,
10,4916,,,9.148802757263184,22.725833892822266,,
11,4919,6.354496002197266,8.462069511413574,,,,
11,4939,6.387938499450684,8.614754676818848,,,,
11,4959,6.401505947113037,8.625186920166016,,,,
11,4979,6.332025051116943,7.911929130554199,,,,
11,4999,6.746363639831543,9.361268997192383,,,,
11,5019,6.612435340881348,8.965569496154785,,,,
11,5039,6.774480819702148,9.633170127868652,,,,
11,5059,6.674769401550293,9.172505378723145,,,,
11,5079,6.644299507141113,9.741776466369629,,,,
11,5099,6.52982234954834,9.154348373413086,,,,
11,5119,6.330363750457764,7.750758647918701,,,,
11,5139,6.566705226898193,8.89521312713623,,,,
11,5159,6.393416881561279,7.969213962554932,,,,
11,5179,6.037721633911133,7.453077793121338,,,,
11,5199,6.829549789428711,8.94911003112793,,,,
11,5219,6.697322845458984,8.969281196594238,,,,
11,5239,6.426852226257324,9.267267227172852,,,,
11,5259,6.422224521636963,8.197185516357422,,,,
11,5279,6.909243583679199,9.435989379882812,,,,
11,5299,7.189121246337891,11.297926902770996,,,,
11,5319,6.710817337036133,8.629836082458496,,,,
11,5339,6.458000659942627,8.340493202209473,,,,
11,5359,6.23964786529541,8.143529891967773,,,,
11,5363,,,8.605293273925781,22.838436126708984,,
12,5379,6.0092339515686035,6.9228010177612305,,,,
12,5399,6.530364990234375,8.927630424499512,,,,
12,5419,6.249083042144775,8.338658332824707,,,,
12,5439,6.404105186462402,8.488553047180176,,,,
12,5459,6.850502014160156,10.023835182189941,,,,
12,5479,6.411913871765137,8.664215087890625,,,,
12,5499,49.80232620239258,16.136747360229492,,,,
12,5519,6.435018539428711,8.334955215454102,,,,
12,5539,6.339956283569336,7.643374443054199,,,,
12,5559,6.321229934692383,7.917354106903076,,,,
12,5579,6.085055351257324,7.669680595397949,,,,
12,5599,6.386107444763184,7.819950580596924,,,,
12,5619,6.336668968200684,8.58836555480957,,,,
12,5639,6.446451187133789,8.417861938476562,,,,
12,5659,6.22662878036499,7.742753028869629,,,,
12,5679,6.391124248504639,8.329809188842773,,,,
12,5699,6.175837993621826,7.942750453948975,,,,
12,5719,5.772193431854248,6.548275470733643,,,,
12,5739,6.460984706878662,8.074799537658691,,,,
12,5759,6.213603973388672,7.705745220184326,,,,
12,5779,6.4465718269348145,7.848457336425781,,,,
12,5799,6.499531269073486,8.426399230957031,,,,
12,5810,,,10.314897537231445,22.832822799682617,,
13,5819,6.095346927642822,7.713190078735352,,,,
13,5839,5.847233772277832,6.628470420837402,,,,
13,5859,23.767078399658203,9.805922508239746,,,,
13,5879,6.350866317749023,8.495201110839844,,,,
13,5899,6.216115951538086,7.236433029174805,,,,
13,5919,6.324368476867676,8.253108978271484,,,,
13,5939,6.290433406829834,7.835517883300781,,,,
13,5959,6.4277753829956055,8.810773849487305,,,,
13,5979,6.510083198547363,8.949506759643555,,,,
13,5999,5.9353861808776855,7.374906539916992,,,,
13,6019,276.8355712890625,23.203927993774414,,,,
13,6039,6.21714973449707,7.4107770919799805,,,,
13,6059,6.969707489013672,9.311396598815918,,,,
13,6079,5.841351509094238,6.672718524932861,,,,
13,6099,6.574558258056641,8.469429016113281,,,,
13,6119,6.722846031188965,9.40679931640625,,,,
13,6139,6.352561950683594,8.08824634552002,,,,
13,6159,6.035774230957031,7.073391914367676,,,,
13,6179,6.587133884429932,8.6929931640625,,,,
13,6199,5.976630687713623,6.958712577819824,,,,
13,6219,6.407314300537109,8.3005952835083,,,,
13,6239,6.169855117797852,7.598573207855225,,,,
13,6257,,,9.820392608642578,22.303449630737305,,
14,6259,6.272729396820068,7.939731597900391,,,,
14,6279,5.846746444702148,6.535279273986816,,,,
14,6299,5.864351749420166,6.623036861419678,,,,
14,6319,6.051466941833496,7.711185932159424,,,,
14,6339,5.8484086990356445,6.96088981628418,,,,
14,6359,6.377438545227051,7.989990234375,,,,
14,6379,6.37457275390625,7.908843517303467,,,,
14,6399,6.501669883728027,8.525177001953125,,,,
14,6419,6.812478065490723,9.78894329071045,,,,
14,6439,6.1894426345825195,7.663516998291016,,,,
14,6459,6.380589485168457,7.944849014282227,,,,
14,6479,6.048957824707031,7.2622857093811035,,,,
14,6499,5.956270694732666,6.88021993637085,,,,
14,6519,8.156249046325684,10.669119834899902,,,,
14,6539,6.2894415855407715,7.955273628234863,,,,
14,6559,6.298730850219727,7.796116352081299,,,,
14,6579,262.7405700683594,21.888431549072266,,,,
14,6599,6.215946197509766,7.46475076675415,,,,
14,6619,5.933254718780518,7.588266372680664,,,,
14,6639,6.113608360290527,7.596601963043213,,,,
14,6659,6.358217239379883,7.878066539764404,,,,
14,6679,6.586831092834473,8.320927619934082,,,,
14,6699,6.17420768737793,7.656761646270752,,,,
14,6704,,,10.386059761047363,22.389169692993164,,
15,6719,5.909560203552246,6.871859550476074,,,,
15,6739,6.131399154663086,7.3723249435424805,,,,
15,6759,68.35408020019531,15.253006935119629,,,,
15,6779,5.9152703285217285,6.612026691436768,,,,
15,6799,6.10545015335083,7.22636079788208,,,,
15,6819,6.6169891357421875,9.190929412841797,,,,
15,6839,5.814724445343018,6.684348106384277,,,,
15,6859,6.085111618041992,6.875085830688477,,,,
15,6879,5.991073131561279,7.260903835296631,,,,
15,6899,5.87136173248291,6.98489236831665,,,,
15,6919,6.022953033447266,7.344390869140625,,,,
15,6939,5.867031097412109,6.661701202392578,,,,
15,6959,6.181875228881836,7.539602279663086,,,,
15,6979,6.089310646057129,7.094832897186279,,,,
15,6999,6.495821475982666,8.834627151489258,,,,
15,7019,6.155828475952148,7.35024881362915,,,,
15,7039,6.206363677978516,8.270537376403809,,,,
15,7059,6.024019718170166,7.552792549133301,,,,
15,7079,6.1137895584106445,7.674424171447754,,,,
15,7099,6.57930850982666,8.871599197387695,,,,
15,7119,5.930002212524414,6.9438958168029785,,,,
15,7139,6.404168128967285,8.262750625610352,,,,
15,7151,,,11.018590927124023,21.51291275024414,,
16,7159,6.119438648223877,7.413748741149902,,,,
16,7179,5.692814826965332,6.340717792510986,,,,
16,7199,6.390844821929932,7.1949462890625,,,,
16,7219,5.986472129821777,7.070503234863281,,,,
16,7239,5.696867942810059,6.119075298309326,,,,
16,7259,5.8315629959106445,6.367295742034912,,,,
16,7279,6.541965007781982,8.704300880432129,,,,
16,7299,5.9173583984375,6.863164901733398,,,,
16,7319,5.7259416580200195,6.3497700691223145,,,,
16,7339,6.397186279296875,8.512447357177734,,,,
16,7359,6.04238224029541,7.371363639831543,,,,
16,7379,5.784421920776367,6.23095703125,,,,
16,7399,6.130705833435059,7.429304599761963,,,,
16,7419,5.867294788360596,6.678779125213623,,,,
16,7439,5.6694817543029785,6.594852447509766,,,,
16,7459,6.248099327087402,8.022644996643066,,,,
16,7479,5.909408092498779,7.170774936676025,,,,
16,7499,5.895092010498047,6.868158340454102,,,,
16,7519,6.469097137451172,7.540666103363037,,,,
16,7539,5.89725399017334,6.887720108032227,,,,
16,7559,6.0853190422058105,7.291660308837891,,,,
16,7579,5.95251989364624,7.4006829261779785,,,,
16,7598,,,17.09340476989746,22.526935577392578,,
17,7599,5.814864158630371,6.830718994140625,,,,
17,7619,5.803229808807373,6.635087013244629,,,,
17,7639,5.629584312438965,6.220187187194824,,,,
17,7659,6.252282619476318,7.558379650115967,,,,
17,7679,5.454435348510742,5.9524030685424805,,,,
17,7699,5.965760707855225,7.125436305999756,,,,
17,7719,5.717095851898193,6.328036308288574,,,,
17,7739,252.66006469726562,22.9611759185791,,,,
17,7759,5.818309783935547,6.727591514587402,,,,
17,7779,5.851153373718262,6.760851860046387,,,,
17,7799,5.612223148345947,6.282115459442139,,,,
17,7819,6.12721061706543,7.614711284637451,,,,
17,7839,6.279429912567139,7.89947509765625,,,,
17,7859,5.448980808258057,5.98999547958374,,,,
17,7879,5.634157180786133,6.063923358917236,,,,
17,7899,5.60124397277832,6.020431995391846,,,,
17,7919,5.7396650314331055,6.611141681671143,,,,
17,7939,6.317134857177734,7.492049694061279,,,,
17,7959,5.8298258781433105,7.003030300140381,,,,
17,7979,6.096857070922852,7.433518409729004,,,,
17,7999,5.794388771057129,6.7996826171875,,,,
17,8019,5.89618444442749,6.569386959075928,,,,
17,8039,5.717223167419434,6.054691791534424,,,,
17,8045,,,13.289112091064453,21.626264572143555,,
18,8059,5.969606876373291,6.650608539581299,,,,
18,8079,5.614123344421387,6.573249340057373,,,,
18,8099,5.903133869171143,7.068385601043701,,,,
18,8119,6.010380744934082,7.079109191894531,,,,
18,8139,5.756780624389648,6.680573463439941,,,,
18,8159,6.248059272766113,7.4162774085998535,,,,
18,8179,72.27474212646484,13.935954093933105,,,,
18,8199,5.691117286682129,6.684759140014648,,,,
18,8219,6.197911262512207,8.094615936279297,,,,
18,8239,5.483640193939209,5.8408613204956055,,,,
18,8259,5.830583572387695,16.422103881835938,,,,
18,8279,6.076626300811768,7.26193380355835,,,,
18,8299,287.081298828125,21.606290817260742,,,,
18,8319,6.079879283905029,7.068073749542236,,,,
18,8339,5.473020076751709,6.0871076583862305,,,,
18,8359,5.841496467590332,6.918871879577637,,,,
18,8379,5.945346832275391,6.7734055519104,,,,
18,8399,5.842503547668457,6.837608814239502,,,,
18,8419,6.104678153991699,7.949698448181152,,,,
18,8439,5.8546576499938965,6.480493545532227,,,,
18,8459,5.565473556518555,6.083207130432129,,,,
18,8479,5.868893146514893,6.9145050048828125,,,,
18,8492,,,12.956613540649414,21.812257766723633,,
19,8499,5.510919570922852,6.337182998657227,,,,
19,8519,6.026547908782959,7.738772392272949,,,,
19,8539,5.866826057434082,6.956390380859375,,,,
19,8559,5.775082588195801,6.817128658294678,,,,
19,8579,5.89746618270874,6.671685695648193,,,,
19,8599,5.886902332305908,6.446921348571777,,,,
19,8619,5.867079734802246,6.841119766235352,,,,
19,8639,6.204310417175293,7.727065563201904,,,,
19,8659,6.034197807312012,7.199092388153076,,,,
19,8679,5.570559978485107,6.303851127624512,,,,
19,8699,6.017172813415527,6.933524131774902,,,,
19,8719,6.677194595336914,8.880496978759766,,,,
19,8739,6.080096244812012,7.248892784118652,,,,
19,8759,5.793956756591797,6.507941722869873,,,,
19,8779,5.394878387451172,5.720769882202148,,,,
19,8799,5.957404136657715,6.666129112243652,,,,
19,8819,5.625332832336426,6.188601493835449,,,,
19,8839,5.714272499084473,6.389402866363525,,,,
19,8859,5.71784782409668,6.42777156829834,,,,
19,8879,5.724701881408691,6.4493279457092285,,,,
19,8899,5.861086845397949,6.650847911834717,,,,
19,8919,5.393538475036621,5.664280414581299,,,,
19,8939,5.623231410980225,6.024842739105225,,,,
19,8939,,,14.195337295532227,21.765085220336914,,
20,8959,174.02920532226562,32.97562789916992,,,,
20,8979,5.652122974395752,6.763570785522461,,,,
20,8999,5.690652370452881,7.13212251663208,,,,
20,9019,5.544814109802246,6.132429122924805,,,,
20,9039,5.661043167114258,6.440605640411377,,,,
20,9059,5.537502288818359,6.372203350067139,,,,
20,9079,5.667932510375977,6.2040696144104,,,,
20,9099,5.663537979125977,6.281813144683838,,,,
20,9119,6.268294811248779,7.6207990646362305,,,,
20,9139,5.714753150939941,6.7317609786987305,,,,
20,9159,5.604677200317383,6.117680072784424,,,,
20,9179,5.748826026916504,6.789969444274902,,,,
20,9199,5.598643779754639,6.1025190353393555,,,,
20,9219,6.028905868530273,7.02798318862915,,,,
20,9239,5.760295867919922,6.725378036499023,,,,
20,9259,5.5901336669921875,6.0141167640686035,,,,
20,9279,5.51078987121582,6.004353046417236,,,,
20,9299,5.695126533508301,6.185944557189941,,,,
20,9319,5.465191841125488,5.97022819519043,,,,
20,9339,5.357458114624023,5.676642894744873,,,,
20,9359,6.217285633087158,6.920099258422852,,,,
20,9379,5.7823944091796875,6.450186729431152,,,,
20,9386,,,15.771570205688477,22.27594566345215,,
21,9399,5.3310065269470215,5.689752101898193,,,,
21,9419,5.521866321563721,6.174779415130615,,,,
21,9439,5.735062122344971,6.293869972229004,,,,
21,9459,5.759385108947754,6.184703350067139,,,,
21,9479,5.612007141113281,6.63156270980835,,,,
21,9499,5.120220184326172,5.31417179107666,,,,
21,9519,5.563848495483398,6.118720054626465,,,,
21,9539,5.623663902282715,6.115538120269775,,,,
21,9559,5.604110240936279,6.289876461029053,,,,
21,9579,5.930359840393066,7.693876266479492,,,,
21,9599,5.499262809753418,6.161940097808838,,,,
21,9619,5.510110378265381,6.03239631652832,,,,
21,9639,5.826946258544922,6.862990856170654,,,,
21,9659,6.393955230712891,7.8063530921936035,,,,
21,9679,5.829011917114258,6.493337154388428,,,,
21,9699,5.639127731323242,6.3396172523498535,,,,
21,9719,5.740060806274414,6.5728373527526855,,,,
21,9739,5.743687629699707,6.859768867492676,,,,
21,9759,6.065598964691162,7.19277811050415,,,,
21,9779,5.597563743591309,6.398133754730225,,,,
21,9799,5.711605072021484,6.067399501800537,,,,
21,9819,5.445660591125488,5.7405805587768555,,,,
21,9833,,,13.170875549316406,22.500844955444336,,
22,9839,29.611534118652344,8.827048301696777,,,,
22,9859,5.999988555908203,7.907948970794678,,,,
22,9879,5.961603164672852,7.044744491577148,,,,
22,9899,5.772835731506348,6.526101589202881,,,,
22,9919,5.7406415939331055,6.524723529815674,,,,
22,9939,6.12578010559082,7.459262847900391,,,,
22,9959,5.601526260375977,6.37415885925293,,,,
22,9979,5.313640594482422,5.901719570159912,,,,
22,9999,5.4728193283081055,5.942946434020996,,,,
22,10019,5.814966678619385,6.638791084289551,,,,
22,10039,5.851461410522461,6.8715009689331055,,,,
22,10059,5.890800476074219,7.0353498458862305,,,,
22,10079,5.398043155670166,5.8894453048706055,,,,
22,10099,5.724517822265625,6.3335723876953125,,,,
22,10119,5.547878742218018,6.06578254699707,,,,
22,10139,5.093993186950684,5.380356311798096,,,,
22,10159,5.931169509887695,6.4654765129089355,,,,
22,10179,5.59693717956543,5.9577789306640625,,,,
22,10199,5.832411289215088,6.533853530883789,,,,
22,10219,5.37064266204834,5.881536960601807,,,,
22,10239,6.271156311035156,7.772647857666016,,,,
22,10259,6.2926836013793945,7.809749126434326,,,,
22,10279,5.579010009765625,6.1945600509643555,,,,
22,10280,,,14.121131896972656,21.409381866455078,,
23,10299,5.530364990234375,6.441452980041504,,,,
23,10319,5.083870887756348,5.090106964111328,,,,
23,10339,5.380507469177246,5.904835224151611,,,,
23,10359,5.371730804443359,5.487415790557861,,,,
23,10379,7.79726505279541,7.990767955780029,,,,
23,10399,5.633739471435547,6.411053657531738,,,,
23,10419,5.581486701965332,6.261173248291016,,,,
23,10439,5.990439414978027,6.887087821960449,,,,
23,10459,5.697845458984375,6.690927505493164,,,,
23,10479,5.323282718658447,5.489058017730713,,,,
23,10499,5.771441459655762,6.960676193237305,,,,
23,10519,5.519026279449463,6.056437969207764,,,,
23,10539,5.282195091247559,5.564874649047852,,,,
23,10559,5.447697639465332,5.922368049621582,,,,
23,10579,5.830479621887207,6.861629009246826,,,,
23,10599,5.471920490264893,5.825267314910889,,,,
23,10619,5.601057529449463,6.072349548339844,,,,
23,10639,5.475550174713135,6.203049659729004,,,,
